roi,mics,label,R,G,B,A,coor.x,coor.y,coor.z,network,hemisphere,network_int,bigbrain_g2,bigbrain_g2_network,t1_gradient1_Limbic,quantile_idx,Limbic_diff,t1_gradient1_Default,Default_diff,t1_gradient1_Cont,Cont_diff,t1_gradient1_SalVentAttn,SalVentAttn_diff,t1_gradient1_DorsAttn,DorsAttn_diff,t1_gradient1_Vis,Vis_diff,t1_gradient1_SomMot,SomMot_diff
185,1184,7Networks_LH_Default_PFC_19,205.0,64.0,85.0,0.0,-18.0,36.0,48.0,Default,LH,1.0,-0.1296817809343338,-0.04205667899389352,,,-0.5839087,-0.6941085274657786,,,-1.3958786,,0.43845305,,-0.3439159,,0.4055938,,0.37233788
186,1185,7Networks_LH_Default_PFC_20,205.0,65.0,78.0,0.0,-42.0,7.0,48.0,Default,LH,1.0,0.07536158710718155,-0.04205667899389352,,,-0.59205073,0.1505062280099459,,,-0.32409868,,1.1866107,,-1.4463948,,1.6604204,,0.4224906
187,1186,7Networks_LH_Default_PFC_21,205.0,65.0,79.0,0.0,-30.0,14.0,57.0,Default,LH,1.0,0.031531527638435364,-0.04205667899389352,,,-0.52611727,1.6375830477296196,,,-0.51823765,,0.76874423,,-0.89037627,,1.6547698,,0.7039695
188,1187,7Networks_LH_Default_PFC_22,205.0,65.0,80.0,0.0,-22.0,20.0,52.0,Default,LH,1.0,0.11312566697597504,-0.04205667899389352,,,-0.5410127,-0.7941176934239185,,,-0.9638513,,0.8122936,,-0.4500791,,0.5873203,,0.38295865
189,1188,7Networks_LH_Default_PFC_23,205.0,65.0,81.0,0.0,-13.0,24.0,61.0,Default,LH,1.0,0.09346558153629303,-0.04205667899389352,,,-1.1264365,0.9075933395808979,,,-1.2950841,,1.0093423,,-0.09383211,,0.2684574,,0.6490493
190,1189,7Networks_LH_Default_PFC_24,205.0,65.0,82.0,0.0,-6.0,10.0,65.0,Default,LH,1.0,0.17624706029891968,-0.04205667899389352,,,-0.9211767,1.6056248424021229,,,-0.94375825,,1.7520093,,-0.03543977,,0.27574933,,1.1381829
191,1190,7Networks_LH_Default_pCunPCC_1,205.0,63.0,78.0,0.0,-8.0,-52.0,9.0,Default,LH,1.0,-0.19366127252578735,-0.04205667899389352,,,-0.39997727,0.2620478097389359,,,0.94945365,,0.7196636,,0.6373583,,-2.2690647,,0.123824686
192,1191,7Networks_LH_Default_pCunPCC_2,205.0,63.0,86.0,0.0,-13.0,-61.0,19.0,Default,LH,1.0,0.15336823463439941,-0.04205667899389352,,,1.1663791,0.2770520834203411,,,1.3139958,,-0.2540583,,-0.4344442,,-3.330587,,-0.44175076
193,1192,7Networks_LH_Default_pCunPCC_3,205.0,64.0,86.0,0.0,-4.0,-53.0,20.0,Default,LH,1.0,0.14567412436008453,-0.04205667899389352,,,-0.69811404,0.7450274109635822,,,0.9603219,,1.1462245,,1.4718741,,-2.1430757,,0.42397916
194,1193,7Networks_LH_Default_pCunPCC_4,205.0,65.0,83.0,0.0,-6.0,-41.0,24.0,Default,LH,1.0,0.0392158180475235,-0.04205667899389352,,,0.057280958,-0.3003714290797802,,,1.5529969,,0.8252941,,1.752065,,-1.3372488,,-0.50644475
195,1194,7Networks_LH_Default_pCunPCC_5,205.0,65.0,84.0,0.0,-10.0,-70.0,32.0,Default,LH,1.0,0.2761250436306,-0.04205667899389352,,,0.86846256,0.42862249125842194,,,1.3879242,,0.1805754,,0.7651369,,-1.8869202,,0.074162446
196,1195,7Networks_LH_Default_pCunPCC_6,205.0,65.0,85.0,0.0,-5.0,-60.0,30.0,Default,LH,1.0,0.054065071046352386,-0.04205667899389352,,,0.07499124,1.0557539736805404,,,1.1139846,,1.2960099,,1.7764465,,-2.4257467,,0.997216
197,1196,7Networks_LH_Default_pCunPCC_7,205.0,65.0,86.0,0.0,-7.0,-44.0,32.0,Default,LH,1.0,0.10761324316263199,-0.04205667899389352,,,-0.87403464,0.17979232679130475,,,0.6255081,,1.3406997,,1.7006434,,0.08175161,,0.57596743
198,1197,7Networks_LH_Default_pCunPCC_8,205.0,66.0,79.0,0.0,-4.0,-34.0,38.0,Default,LH,1.0,0.07004790008068085,-0.04205667899389352,,,-1.2935134,0.332072485012125,,,0.5005625,,2.0606575,,1.9642413,,-0.16145329,,2.0360236
199,1198,7Networks_LH_Default_pCunPCC_9,205.0,66.0,80.0,0.0,-3.0,-15.0,37.0,Default,LH,1.0,-0.16414809226989746,-0.04205667899389352,,,-1.6849002,0.14056044785461258,,,0.13735434,,2.4901793,,0.8366455,,0.51466894,,1.5526814
200,1199,7Networks_LH_Default_pCunPCC_10,205.0,66.0,81.0,0.0,-3.0,-68.0,41.0,Default,LH,1.0,0.07815394550561905,-0.04205667899389352,,,0.41484573,1.0197509680676933,,,1.5760964,,1.3918557,,1.4735131,,-1.6942252,,0.8473479
201,1200,7Networks_LH_Default_pCunPCC_11,205.0,66.0,82.0,0.0,-7.0,-51.0,43.0,Default,LH,1.0,0.03801656886935234,-0.04205667899389352,,,-0.25278994,1.2357791170324193,,,1.2447602,,2.0788808,,2.3221312,,-0.75351304,,1.2033733
202,2000,medial_wall,,,,,,,,medial_wall,,7.0,,,,,,,,,,,,,,,,,
203,2001,7Networks_RH_Vis_1,124.0,17.0,130.0,0.0,34.0,-37.0,-23.0,Vis,RH,6.0,-0.2930396497249603,0.1346319546831436,,,1.492203,,0.26022696,,0.64091486,,-0.81493247,,-0.8853135,0.8101073805746261,,,0.1533972
204,2002,7Networks_RH_Vis_2,124.0,17.0,131.0,0.0,31.0,-31.0,-18.0,Vis,RH,6.0,-0.4214612543582916,0.1346319546831436,,,2.0216317,,0.77087367,,-0.048358988,,-1.2601533,,-0.1438464,1.1013839596336494,,,-0.13028398
205,2003,7Networks_RH_Vis_3,124.0,17.0,132.0,0.0,36.0,-53.0,-17.0,Vis,RH,6.0,0.01715930923819542,0.1346319546831436,,,-0.73570764,,0.13315485,,0.4275327,,-0.75361514,,-0.8354897,0.5177550147173904,,,-0.043835774
206,2004,7Networks_RH_Vis_4,124.0,17.0,133.0,0.0,37.0,-73.0,-16.0,Vis,RH,6.0,0.14166688919067383,0.1346319546831436,,,1.0502052,,-0.18600899,,-0.030164259,,-1.3358309,,-1.4036547,0.541073081069999,,,-0.42083666
207,2005,7Networks_RH_Vis_5,124.0,17.0,134.0,0.0,26.0,-52.0,-9.0,Vis,RH,6.0,-0.04207233712077141,0.1346319546831436,,,1.7849813,,-0.2863724,,0.22337815,,-1.2278708,,-0.6766986,0.43950415112450536,,,-0.186451
208,2006,7Networks_RH_Vis_6,124.0,17.0,135.0,0.0,23.0,-74.0,-11.0,Vis,RH,6.0,0.2057085633277893,0.1346319546831436,,,1.1551731,,-0.4344293,,-0.4029034,,-1.7074369,,-1.2510704,0.29204310782122794,,,-0.55132776
209,2007,7Networks_RH_Vis_7,124.0,18.0,128.0,0.0,18.0,-36.0,-12.0,Vis,RH,6.0,-0.40219846367836,0.1346319546831436,,,2.2679558,,0.41178176,,-0.22025739,,-1.1144731,,0.13660246,0.7491752100737088,,,0.44088975
210,2008,7Networks_RH_Vis_8,124.0,18.0,129.0,0.0,20.0,-88.0,-13.0,Vis,RH,6.0,0.4196072816848755,0.1346319546831436,,,0.25310543,,-0.33947974,,-0.12669393,,-1.80521,,-1.6890275,0.1253862072769831,,,-0.5115362
211,2009,7Networks_RH_Vis_9,124.0,18.0,130.0,0.0,50.0,-64.0,-9.0,Vis,RH,6.0,0.133622407913208,0.1346319546831436,,,0.9173667,,0.30240995,,0.7936994,,-0.2445955,,-0.8349123,0.3486249979341183,,,0.62406296
212,2010,7Networks_RH_Vis_10,124.0,18.0,131.0,0.0,42.0,-84.0,-12.0,Vis,RH,6.0,0.3508574962615967,0.1346319546831436,,,0.80614907,,-0.27732232,,-0.051419478,,-1.3841896,,-1.2786757,0.16052193991507954,,,-0.77687293
213,2011,7Networks_RH_Vis_11,124.0,18.0,132.0,0.0,9.0,-72.0,-5.0,Vis,RH,6.0,0.19709031283855438,0.1346319546831436,,,0.7064181,,-0.05355345,,-0.4909465,,-1.570505,,-1.0725615,0.01600426006113142,,,-0.78583443
214,2012,7Networks_RH_Vis_12,124.0,18.0,133.0,0.0,13.0,-58.0,-3.0,Vis,RH,6.0,0.05606008321046829,0.1346319546831436,,,1.095746,,0.40752274,,0.11289488,,-1.6069418,,-1.2424531,0.3741271562500293,,,-0.44234425
215,2013,7Networks_RH_Vis_13,124.0,18.0,134.0,0.0,25.0,-97.0,-10.0,Vis,RH,6.0,0.432235449552536,0.1346319546831436,,,0.6892455,,-0.04687383,,-0.21371023,,-1.4366603,,-1.8194449,0.23546994790813155,,,-0.6112445
216,2014,7Networks_RH_Vis_14,124.0,18.0,136.0,0.0,18.0,-45.0,-3.0,Vis,RH,6.0,-0.15537407994270325,0.1346319546831436,,,1.8690766,,-0.2949216,,-0.40600428,,-1.328684,,-0.5008118,0.3251921351366886,,,-0.63790715
217,2015,7Networks_RH_Vis_15,124.0,18.0,137.0,0.0,8.0,-92.0,-2.0,Vis,RH,6.0,0.4145183563232422,0.1346319546831436,,,1.3023432,,-0.33731547,,0.16792223,,-1.2630169,,-1.073455,-0.2963148250410066,,,-0.38106683
218,2016,7Networks_RH_Vis_16,124.0,18.0,138.0,0.0,48.0,-66.0,4.0,Vis,RH,6.0,0.34614649415016174,0.1346319546831436,,,1.0020431,,-0.015393285,,0.83197886,,-0.65077853,,-0.2856405,0.004202042803269973,,,0.77358615
219,2017,7Networks_RH_Vis_17,124.0,18.0,139.0,0.0,14.0,-46.0,4.0,Vis,RH,6.0,-0.24481689929962158,0.1346319546831436,,,1.7789019,,-0.3172862,,-0.15126388,,-0.8105059,,0.9003179,-0.09710711283654283,,,-0.5758391
220,2018,7Networks_RH_Vis_18,124.0,18.0,140.0,0.0,35.0,-89.0,2.0,Vis,RH,6.0,0.17038020491600037,0.1346319546831436,,,0.64344716,,0.12181979,,0.2335826,,-1.2558433,,-0.87561494,-0.33245521579878734,,,-0.74984616
221,2019,7Networks_RH_Vis_19,124.0,18.0,141.0,0.0,9.0,-74.0,9.0,Vis,RH,6.0,0.328219473361969,0.1346319546831436,,,1.2136056,,-0.311691,,0.11976082,,-1.4973199,,-1.2521563,-1.2647087864598048,,,-0.5647644
222,2020,7Networks_RH_Vis_20,124.0,18.0,142.0,0.0,22.0,-59.0,6.0,Vis,RH,6.0,0.21397732198238373,0.1346319546831436,,,1.8344533,,0.15335318,,0.8256278,,-1.027938,,-0.4439211,-0.48918247560702743,,,-0.48871186
223,2021,7Networks_RH_Vis_21,124.0,19.0,135.0,0.0,24.0,-99.0,7.0,Vis,RH,6.0,0.43504396080970764,0.1346319546831436,,,-0.106959395,,0.21039343,,-0.041919522,,-1.3194917,,-1.6960982,-0.13089105211993599,,,-0.83926797
224,2022,7Networks_RH_Vis_22,124.0,19.0,136.0,0.0,43.0,-79.0,10.0,Vis,RH,6.0,0.0993514209985733,0.1346319546831436,,,0.9642393,,-0.075495586,,0.9366911,,-0.6544252,,0.39358932,-0.06979174995475831,,,0.91812533
225,2023,7Networks_RH_Vis_23,124.0,19.0,137.0,0.0,13.0,-94.0,19.0,Vis,RH,6.0,0.3158695697784424,0.1346319546831436,,,1.3387815,,-0.41905218,,0.51656866,,-0.9801252,,-1.2174314,-0.07747634891916805,,,-0.46733505
226,2024,7Networks_RH_Vis_24,124.0,19.0,138.0,0.0,16.0,-66.0,19.0,Vis,RH,6.0,0.3562781512737274,0.1346319546831436,,,1.6320081,,0.07347629,,0.7715029,,-0.9750805,,-0.56286824,-0.8294430469768429,,,-0.63301903
227,2025,7Networks_RH_Vis_25,124.0,19.0,139.0,0.0,5.0,-80.0,24.0,Vis,RH,6.0,0.1414816528558731,0.1346319546831436,,,1.5694499,,-0.30038142,,0.75721794,,-0.9392614,,-1.2555501,0.07098150795480661,,,-0.4182526
228,2026,7Networks_RH_Vis_26,124.0,19.0,140.0,0.0,27.0,-87.0,21.0,Vis,RH,6.0,0.4099564552307129,0.1346319546831436,,,1.0154282,,-0.13925888,,0.65678203,,-0.9792468,,-0.24987349,-0.42668530686935985,,,-0.12116475
229,2027,7Networks_RH_Vis_27,124.0,19.0,141.0,0.0,36.0,-79.0,24.0,Vis,RH,6.0,0.06491409987211227,0.1346319546831436,,,1.1105298,,0.28560582,,1.2239082,,-0.09214531,,0.5155128,-0.13929485688301657,,,1.3028646
230,2028,7Networks_RH_Vis_28,124.0,19.0,142.0,0.0,14.0,-78.0,34.0,Vis,RH,6.0,0.36315757036209106,0.1346319546831436,,,1.5034525,,0.18009412,,1.1998111,,-0.74188226,,0.14995393,-1.4251385633217353,,,-0.28664848
231,2029,7Networks_RH_Vis_29,124.0,20.0,135.0,0.0,16.0,-87.0,36.0,Vis,RH,6.0,0.3436051309108734,0.1346319546831436,,,1.4656863,,0.34662074,,1.3040928,,-0.86028725,,0.28919098,-0.8868530831970977,,,0.2204343
232,2030,7Networks_RH_Vis_30,124.0,20.0,136.0,0.0,29.0,-78.0,37.0,Vis,RH,6.0,0.32883140444755554,0.1346319546831436,,,1.2562679,,0.36285543,,1.4871004,,-0.6214112,,0.8278306,-1.1663897408680612,,,0.2911314
233,2031,7Networks_RH_SomMot_1,74.0,128.0,179.0,0.0,53.0,3.0,-6.0,SomMot,RH,5.0,-0.23832294344902039,0.19480079292416475,,,0.85670036,,-0.12156602,,0.9680839,,-1.3475156,,1.7338687,,-1.8548521,-0.16259773203894437,
234,2032,7Networks_RH_SomMot_2,74.0,128.0,180.0,0.0,62.0,-19.0,0.0,SomMot,RH,5.0,-0.02051515132188797,0.19480079292416475,,,1.1840625,,0.01149607,,0.99371463,,-0.71731865,,1.6538787,,-1.6142416,-0.4351346042964108,
235,2033,7Networks_RH_SomMot_3,74.0,128.0,181.0,0.0,53.0,-14.0,6.0,SomMot,RH,5.0,0.3514268696308136,0.19480079292416475,,,0.96917343,,0.2237409,,1.0211188,,-0.8295527,,2.1184065,,-1.5033089,0.12364527495941618,
236,2034,7Networks_RH_SomMot_4,74.0,129.0,174.0,0.0,39.0,-19.0,5.0,SomMot,RH,5.0,-0.1235390231013298,0.19480079292416475,,-1.0,0.75749034,,0.6668853,,1.0707448,,-0.9498288,,1.879998,,-1.5203694,-0.7833906924413477,
237,2035,7Networks_RH_SomMot_5,74.0,129.0,175.0,0.0,37.0,-8.0,14.0,SomMot,RH,5.0,-0.007711998652666807,0.19480079292416475,,-1.0,-0.51877147,,-0.53148353,,-0.454338,,-1.0630403,,-0.9080448,,-0.93944937,-1.0889089245969548,
238,2036,7Networks_RH_SomMot_6,74.0,129.0,176.0,0.0,35.0,-21.0,14.0,SomMot,RH,5.0,0.12531477212905884,0.19480079292416475,,-1.0,-1.4775192,,0.048042215,,0.11634703,,-1.337296,,0.30366564,,-2.0364692,-0.9869223300188052,
239,2037,7Networks_RH_SomMot_7,74.0,129.0,177.0,0.0,60.0,-24.0,11.0,SomMot,RH,5.0,0.09552925080060959,0.19480079292416475,,,0.79945433,,0.053183656,,0.6928704,,-1.1743693,,1.8503473,,-1.20302,-0.3444394905463972,
240,2038,7Networks_RH_SomMot_8,74.0,129.0,178.0,0.0,65.0,-34.0,11.0,SomMot,RH,5.0,0.10283403098583221,0.19480079292416475,,,0.9365721,,-0.13974652,,0.6850251,,-1.1106294,,1.4448779,,-1.1494255,-0.4093305261827699,
241,2039,7Networks_RH_SomMot_9,74.0,129.0,179.0,0.0,41.0,-13.0,18.0,SomMot,RH,5.0,0.21329715847969055,0.19480079292416475,,-1.0,-0.4435686,,-0.48824492,,-0.37701035,,-1.5452659,,-0.6815063,,,-0.9416140006865517,
242,2040,7Networks_RH_SomMot_10,74.0,129.0,180.0,0.0,41.0,-29.0,18.0,SomMot,RH,5.0,0.10954926162958145,0.19480079292416475,,-1.0,0.06591997,,0.12621658,,-0.077175625,,-1.5030307,,0.9903578,,-0.38760546,-0.7040745557032778,
243,2041,7Networks_RH_SomMot_11,74.0,129.0,181.0,0.0,50.0,-10.0,13.0,SomMot,RH,5.0,0.18008221685886383,0.19480079292416475,,,-0.12853676,,-0.17669033,,-0.18843704,,-1.8971252,,-0.17989886,,-0.41463614,-0.6310664954733395,
244,2042,7Networks_RH_SomMot_12,74.0,130.0,174.0,0.0,59.0,1.0,10.0,SomMot,RH,5.0,0.0598272904753685,0.19480079292416475,,-1.0,0.52511966,,0.8746361,,-0.43733323,,-0.15809233,,0.533996,,-0.6054911,-0.646429594195786,
245,2043,7Networks_RH_SomMot_13,74.0,130.0,175.0,0.0,49.0,-21.0,19.0,SomMot,RH,5.0,0.1131511926651001,0.19480079292416475,,,0.07386938,,0.23875634,,-0.021118969,,-1.0157764,,0.32204413,,-0.5428241,-0.5782908296653172,
246,2044,7Networks_RH_SomMot_14,74.0,130.0,176.0,0.0,62.0,-12.0,15.0,SomMot,RH,5.0,-0.10937204957008362,0.19480079292416475,,,-0.57795155,,0.34234035,,0.04369201,,-1.1227833,,0.31652454,,-0.57195234,-0.5871078880876565,
247,2045,7Networks_RH_SomMot_15,74.0,130.0,177.0,0.0,61.0,6.0,30.0,SomMot,RH,5.0,0.11134624481201172,0.19480079292416475,,,-0.20899102,,1.0510896,,-0.4694875,,1.3896832,,0.12178873,,-0.053452432,-0.4842294501081695,
248,2046,7Networks_RH_SomMot_16,74.0,130.0,178.0,0.0,60.0,-5.0,27.0,SomMot,RH,5.0,0.28131192922592163,0.19480079292416475,,,0.59677726,,0.94469786,,-0.15907866,,0.37594593,,0.27267668,,-0.31580052,-0.05349508086963561,
249,2047,7Networks_RH_SomMot_17,74.0,130.0,179.0,0.0,61.0,-14.0,30.0,SomMot,RH,5.0,0.1763819307088852,0.19480079292416475,,-1.0,-0.0974016,,0.3895511,,0.36212003,,0.10307512,,0.32221985,,-0.2043294,-0.9972775916307597,
250,2048,7Networks_RH_SomMot_18,74.0,130.0,180.0,0.0,52.0,-6.0,37.0,SomMot,RH,5.0,0.23082061111927032,0.19480079292416475,,,-2.0267959,,0.71658504,,-0.28284472,,1.6868834,,0.056169253,,-0.089735165,0.41151016618597713,
251,2049,7Networks_RH_SomMot_19,74.0,130.0,182.0,0.0,54.0,-17.0,40.0,SomMot,RH,5.0,0.16021782159805298,0.19480079292416475,,-1.0,-0.40340042,,0.67951924,,0.36886725,,0.38760322,,0.2667156,,-0.19287702,-0.7695380206885919,
252,2050,7Networks_RH_SomMot_20,74.0,130.0,183.0,0.0,11.0,-17.0,41.0,SomMot,RH,5.0,0.19611310958862305,0.19480079292416475,,-1.0,-1.2884574,,-0.4532726,,-1.3603044,,1.0801466,,2.0495043,,0.12331917,-0.9617367454880706,
253,2051,7Networks_RH_SomMot_21,74.0,130.0,184.0,0.0,52.0,-13.0,49.0,SomMot,RH,5.0,0.28524312376976013,0.19480079292416475,,1.0,0.026894046,,0.8843047,,0.16447957,,0.37032148,,0.045264136,,0.114165746,0.9226209407734514,
254,2052,7Networks_RH_SomMot_22,74.0,130.0,185.0,0.0,44.0,-10.0,49.0,SomMot,RH,5.0,0.26123782992362976,0.19480079292416475,,1.0,-0.76315063,,0.68328613,,-0.32173854,,1.2473425,,0.57756203,,-0.564916,0.5535409349049037,
255,2053,7Networks_RH_SomMot_23,74.0,130.0,186.0,0.0,49.0,-26.0,56.0,SomMot,RH,5.0,0.20148372650146484,0.19480079292416475,,,0.3767654,,0.89572793,,0.29017898,,0.051616244,,0.6467791,,-0.60919714,0.10662685580553193,
256,2054,7Networks_RH_SomMot_24,74.0,130.0,187.0,0.0,7.0,-10.0,51.0,SomMot,RH,5.0,0.2289063185453415,0.19480079292416475,,,-0.19687594,,0.5472657,,-1.1164423,,1.9158236,,1.6374202,,-0.144025,-0.39484132920299314,
257,2055,7Networks_RH_SomMot_25,74.0,130.0,188.0,0.0,43.0,-21.0,54.0,SomMot,RH,5.0,0.4062839448451996,0.19480079292416475,,1.0,-0.2862071,,1.0297343,,-0.19236822,,0.3271718,,-0.12005769,,-0.18325989,0.5183300507657363,
258,2056,7Networks_RH_SomMot_26,74.0,131.0,181.0,0.0,37.0,-20.0,64.0,SomMot,RH,5.0,0.37761926651000977,0.19480079292416475,,1.0,0.9098166,,1.0392557,,-0.10783049,,0.6211259,,1.3823285,,-0.42310396,1.2039718909114776,
259,2057,7Networks_RH_SomMot_27,74.0,131.0,182.0,0.0,32.0,-34.0,63.0,SomMot,RH,5.0,0.3217141926288605,0.19480079292416475,,1.0,0.9527411,,0.44354993,,0.42408258,,-0.2573887,,0.9546077,,-0.237885,0.4952047647936169,
260,2058,7Networks_RH_SomMot_28,74.0,131.0,183.0,0.0,31.0,-41.0,64.0,SomMot,RH,5.0,0.1120632067322731,0.19480079292416475,,,1.1667447,,0.227929,,0.9263862,,0.16943696,,0.96745145,,0.012877317,0.21844873302175738,
261,2059,7Networks_RH_SomMot_29,74.0,131.0,184.0,0.0,34.0,-27.0,61.0,SomMot,RH,5.0,0.42093363404273987,0.19480079292416475,,1.0,0.62807757,,0.98856527,,0.16746439,,-0.24326696,,0.33726135,,-0.3694909,1.1377152613582482,
262,2060,7Networks_RH_SomMot_30,74.0,131.0,185.0,0.0,4.0,-25.0,58.0,SomMot,RH,5.0,0.3123685121536255,0.19480079292416475,,,0.25090364,,0.7088925,,-0.8437563,,1.320064,,1.5507138,,0.25148776,0.4673438412095545,
263,2061,7Networks_RH_SomMot_31,74.0,131.0,186.0,0.0,29.0,-11.0,65.0,SomMot,RH,5.0,0.3566395044326782,0.19480079292416475,,,0.43240795,,1.0393614,,-0.27681696,,1.3155047,,0.9994796,,-0.86729527,0.16124238768857424,
264,2062,7Networks_RH_SomMot_32,74.0,131.0,187.0,0.0,9.0,-40.0,68.0,SomMot,RH,5.0,0.028475133702158928,0.19480079292416475,,,0.7623707,,0.025097499,,-0.01962435,,1.0325412,,1.188159,,0.2607975,0.4343991172801954,
265,2063,7Networks_RH_SomMot_33,74.0,131.0,188.0,0.0,21.0,-24.0,67.0,SomMot,RH,5.0,0.32544219493865967,0.19480079292416475,,1.0,1.1328777,,0.932497,,-0.19121222,,0.47094294,,1.5453336,,-0.08023527,1.20628598225991,
266,2064,7Networks_RH_SomMot_34,74.0,132.0,181.0,0.0,22.0,-29.0,68.0,SomMot,RH,5.0,0.43186473846435547,0.19480079292416475,,1.0,0.9966401,,0.7557686,,0.19676793,,0.17909652,,0.8964142,,-0.33529383,1.3922348913026033,
267,2065,7Networks_RH_SomMot_35,74.0,132.0,182.0,0.0,22.0,-35.0,71.0,SomMot,RH,5.0,0.26170364022254944,0.19480079292416475,,,1.0001,,0.08215204,,0.5115612,,0.27924705,,1.2765839,,0.16816424,0.2639418192404419,
268,2066,7Networks_RH_SomMot_36,74.0,132.0,183.0,0.0,17.0,-6.0,69.0,SomMot,RH,5.0,0.28871750831604004,0.19480079292416475,,,0.39091957,,1.1125654,,-0.5003308,,1.6325251,,1.3835334,,-0.09584308,-0.09832911059030548,
269,2067,7Networks_RH_SomMot_37,74.0,132.0,184.0,0.0,16.0,-47.0,74.0,SomMot,RH,5.0,-0.008211965672671795,0.19480079292416475,,,0.91770166,,-0.19239865,,0.33998135,,1.0895872,,1.2862787,,0.07429606,0.20877356634567887,
270,2068,7Networks_RH_SomMot_38,74.0,132.0,185.0,0.0,5.0,-22.0,72.0,SomMot,RH,5.0,0.3935869336128235,0.19480079292416475,,1.0,0.9787915,,0.89868915,,-0.62717277,,1.0819788,,1.7029768,,-0.29992497,0.4996006275833517,
271,2069,7Networks_RH_SomMot_39,74.0,132.0,186.0,0.0,17.0,-18.0,73.0,SomMot,RH,5.0,0.4215538203716278,0.19480079292416475,,1.0,0.7017213,,1.1241169,,-0.41473874,,1.0300323,,1.5084546,,-0.36572328,1.0096388972336439,
272,2070,7Networks_RH_SomMot_40,74.0,132.0,187.0,0.0,13.0,-33.0,76.0,SomMot,RH,5.0,0.16654767096042633,0.19480079292416475,,1.0,1.0908794,,0.3721808,,0.12450341,,0.6496301,,1.1108298,,-0.34827948,1.1772461832402383,
273,2071,7Networks_RH_DorsAttn_Post_1,4.0,118.0,15.0,0.0,50.0,-49.0,-18.0,DorsAttn,RH,2.0,0.054357994347810745,0.11041316195674565,,,1.0475899,,0.31543326,,0.6985907,,-0.13321023,-0.5377109969655421,,,-0.5536569,,0.65012175
274,2072,7Networks_RH_DorsAttn_Post_2,4.0,119.0,8.0,0.0,59.0,-55.0,-2.0,DorsAttn,RH,2.0,-0.05170373246073723,0.11041316195674565,,,-0.10101601,,0.71378165,,0.365323,,-0.26135227,-0.5764994368828729,,,-1.7450889,,0.58418554
275,2073,7Networks_RH_DorsAttn_Post_3,4.0,119.0,9.0,0.0,54.0,-56.0,12.0,DorsAttn,RH,2.0,0.08218187093734741,0.11041316195674565,,,-0.5649991,,0.17468642,,0.24949183,,-0.026942652,-0.4812493648637205,,,-0.69059086,,0.29038393
276,2074,7Networks_RH_DorsAttn_Post_4,4.0,119.0,10.0,0.0,45.0,-75.0,31.0,DorsAttn,RH,2.0,0.17175182700157166,0.11041316195674565,,,1.0444218,,0.4080824,,1.4199739,,-0.066524036,0.23208352162818352,,,-1.4903624,,1.1649656
277,2075,7Networks_RH_DorsAttn_Post_5,4.0,119.0,11.0,0.0,32.0,-66.0,35.0,DorsAttn,RH,2.0,0.28609728813171387,0.11041316195674565,,,0.75226045,,0.6737662,,1.6701033,,0.066183954,-0.22788654551822024,,,-1.9180107,,0.6513396
278,2076,7Networks_RH_DorsAttn_Post_6,4.0,119.0,12.0,0.0,57.0,-23.0,44.0,DorsAttn,RH,2.0,-0.1225472167134285,0.11041316195674565,,,0.077696785,,0.68055606,,0.5604083,,0.09456662,0.06057550000892055,,,-0.112078786,,0.2319397
279,2077,7Networks_RH_DorsAttn_Post_7,4.0,119.0,13.0,0.0,19.0,-79.0,50.0,DorsAttn,RH,2.0,0.13003389537334442,0.11041316195674565,,,1.4106218,,0.46332762,,1.6901304,,-0.53727394,0.9016788272227655,,,-1.9369489,,0.1585375
280,2078,7Networks_RH_DorsAttn_Post_8,4.0,119.0,14.0,0.0,44.0,-37.0,50.0,DorsAttn,RH,2.0,0.3874623477458954,0.11041316195674565,,,-0.30691144,,0.8127486,,0.95521766,,0.17144933,0.03484081884984163,,,-0.45670497,,0.18263784
281,2079,7Networks_RH_DorsAttn_Post_9,4.0,119.0,16.0,0.0,45.0,-28.0,42.0,DorsAttn,RH,2.0,0.08281148225069046,0.11041316195674565,,,-1.1726706,,1.0621223,,0.5878556,,-0.32810175,-0.5431410181065746,,,-0.3049179,,0.7556384
282,2080,7Networks_RH_DorsAttn_Post_10,4.0,119.0,17.0,0.0,31.0,-64.0,53.0,DorsAttn,RH,2.0,0.1577662229537964,0.11041316195674565,,,1.0029981,,0.2767453,,1.816099,,0.111817494,0.6913876924903903,,,-1.0098927,,0.37270817
283,2081,7Networks_RH_DorsAttn_Post_11,4.0,119.0,18.0,0.0,36.0,-44.0,45.0,DorsAttn,RH,2.0,0.3397540748119354,0.11041316195674565,,,0.33675787,,1.2147107,,1.258777,,-0.10293972,-0.06316138204227187,,,-0.4849794,,0.5452039
284,2082,7Networks_RH_DorsAttn_Post_12,4.0,119.0,19.0,0.0,21.0,-69.0,53.0,DorsAttn,RH,2.0,0.1944916844367981,0.11041316195674565,,,1.140676,,0.32465255,,1.8219932,,-0.023861825,0.9986971394545932,,,-1.3840966,,0.3236687
285,2083,7Networks_RH_DorsAttn_Post_13,4.0,119.0,20.0,0.0,35.0,-36.0,51.0,DorsAttn,RH,2.0,0.08162323385477066,0.11041316195674565,,,0.16286975,,0.8556923,,0.94533044,,-0.12024088,0.39287772630252965,,,-0.3445392,,1.1783588
